idx,attr_a,attr_b,attr_c
135522,1,c,yes
135523,5,d,yes
135524,1,b,yes
135525,1,c,yes
135526,2,d,no
135527,1,c,yes
135528,1,d,yes
135529,1,b,yes
135530,5,b,yes
135531,5,c,yes
135532,1,c,no
135533,1,b,yes
135534,1,a,yes
135535,5,b,no
135536,4,d,no
135537,5,c,yes
135538,1,d,yes
135539,1,b,no
135540,1,a,yes
135541,1,b,yes
135542,1,d,yes
135543,1,d,yes
135544,1,d,no
135545,1,d,no
135546,5,c,no
135547,1,b,yes
135548,1,c,yes
135549,1,b,yes
135550,1,b,yes
135551,1,d,yes
135552,5,a,yes
135553,1,a,no
135554,1,a,yes
135555,1,d,yes
135556,1,c,yes
135557,1,c,no
135558,1,b,no
135559,1,d,yes
135560,1,c,yes
135561,1,d,yes
135562,1,b,yes
135563,4,d,yes
135564,1,c,yes
135565,1,c,yes
135566,5,d,no
135567,1,c,no
135568,1,d,yes
135569,1,d,yes
135570,1,c,yes
135571,1,b,yes
135572,5,a,yes
135573,1,d,no
135574,3,c,yes
135575,4,c,no
135576,1,c,no
135577,1,b,yes
135578,2,d,yes
135579,1,d,yes
135580,1,c,yes
135581,1,b,yes
135582,4,d,yes
135583,4,c,yes
135584,2,d,no
135585,1,c,yes
135586,1,b,yes
135587,5,c,yes
135588,1,d,no
135589,5,d,yes
135590,1,c,no
135591,1,b,yes
135592,2,c,no
135593,3,b,yes
135594,5,d,yes
135595,4,c,yes
135596,5,c,yes
135597,5,c,yes
135598,1,d,yes
135599,1,c,no
135600,3,c,yes
135601,1,c,yes
135602,5,c,yes
135603,2,d,yes
135604,1,d,no
135605,4,d,yes
135606,5,c,no
135607,1,c,yes
135608,5,c,yes
135609,4,d,yes
135610,1,d,no
135611,3,a,no
135612,5,b,yes
135613,4,c,no
135614,1,d,no
135615,4,d,yes
135616,1,c,no
135617,1,d,yes
135618,1,c,no
135619,1,d,yes
135620,5,c,yes
135621,3,a,yes
135622,4,d,yes
135623,4,d,no
135624,2,b,yes
135625,5,d,yes
135626,4,c,yes
135627,1,b,yes
135628,4,a,no
135629,3,d,no
135630,5,d,yes
135631,4,d,yes
135632,4,d,yes
135633,1,d,yes
135634,1,b,yes
135635,1,b,no
135636,5,c,yes
135637,4,b,no
135638,4,d,yes
135639,5,c,no
135640,3,d,yes
135641,1,c,yes
135642,1,d,yes
135643,4,d,yes
135644,1,b,yes
135645,1,d,no
135646,1,c,no
135647,5,c,yes
135648,4,a,yes
135649,5,d,yes
135650,4,b,no
135651,4,d,yes
135652,4,d,no
135653,1,b,yes
135654,5,d,no
135655,1,d,no
135656,4,d,no
135657,3,c,yes
135658,1,d,yes
135659,5,c,yes
135660,1,b,yes
135661,5,d,yes
135662,5,b,no
135663,3,c,no
135664,5,a,yes
135665,5,d,yes
135666,1,a,no
135667,5,d,yes
135668,4,b,yes
135669,1,a,yes
135670,1,a,yes
135671,1,c,yes
135672,1,a,yes
135673,4,c,yes
135674,1,c,yes
135675,2,d,yes
135676,3,c,no
135677,1,d,no
135678,1,c,yes
135679,4,d,yes
135680,1,d,no
135681,1,d,no
135682,4,d,no
135683,1,d,yes
135684,1,c,no
135685,1,c,yes
135686,4,b,yes
135687,5,c,yes
135688,4,c,yes
135689,1,a,no
135690,1,c,no
135691,1,a,no
135692,1,d,no
135693,3,c,no
135694,1,d,no
135695,1,b,yes
135696,5,d,yes
135697,3,c,yes
135698,1,d,no
135699,5,a,yes
135700,1,b,no
135701,3,c,yes
135702,3,c,no
135703,1,d,yes
135704,1,b,yes
135705,1,d,no
135706,5,d,yes
135707,1,c,yes
135708,1,d,no
135709,5,b,yes
135710,1,d,no
135711,5,d,no
135712,5,b,yes
135713,1,d,yes
135714,4,b,yes
135715,4,b,yes
135716,1,c,no
135717,1,a,yes
135718,1,d,yes
135719,1,b,yes
135720,1,d,yes
135721,1,d,yes
135722,5,c,yes
135723,5,d,yes
135724,3,a,yes
135725,5,d,yes
135726,1,c,no
135727,1,d,no
135728,2,b,yes
135729,4,b,no
135730,2,d,no
135731,4,a,no
135732,5,d,yes
135733,4,d,yes
135734,1,b,yes
135735,3,c,yes
135736,1,c,no
135737,2,d,yes
135738,4,d,yes
135739,4,a,yes
135740,1,c,yes
135741,3,d,yes
135742,4,b,no
135743,1,c,no
135744,3,d,yes
135745,1,c,no
135746,5,d,no
135747,5,d,yes
135748,4,c,yes
135749,4,d,yes
135750,1,d,no
135751,1,b,yes
135752,1,d,yes
135753,1,b,yes
135754,4,b,yes
135755,1,d,yes
135756,1,d,no
135757,1,b,no
135758,1,b,yes
135759,4,d,yes
135760,1,d,yes
135761,3,c,yes
135762,4,c,yes
135763,5,d,yes
135764,1,d,yes
135765,2,a,no
135766,1,d,no
135767,1,a,yes
135768,1,d,no
135769,4,c,no
135770,3,d,yes
135771,4,d,yes
135772,1,c,no
135773,1,b,yes
135774,1,c,no
135775,3,d,no
135776,5,c,yes
135777,4,b,no
135778,1,d,yes
135779,1,c,yes
135780,4,b,yes
135781,5,c,yes
135782,1,d,yes
135783,2,a,no
135784,1,d,yes
135785,3,b,yes
135786,1,c,yes
135787,4,c,yes
135788,1,c,no
135789,1,b,yes
135790,5,d,yes
135791,4,d,yes
135792,3,c,yes
135793,4,d,yes
135794,5,c,yes
135795,1,c,yes
135796,1,b,no
135797,1,d,no
135798,1,d,yes
135799,1,b,yes
135800,1,d,no
135801,2,d,yes
135802,1,b,no
135803,1,d,yes
135804,1,d,yes
135805,5,a,yes
135806,3,c,yes
135807,5,b,yes
135808,1,c,yes
135809,5,c,yes
135810,1,d,yes
135811,5,d,no
135812,1,b,yes
135813,5,b,no
135814,1,a,yes
135815,5,c,yes
135816,4,d,yes
135817,1,c,no
135818,1,b,yes
135819,2,d,no
135820,1,c,no
135821,5,c,yes
135822,3,a,no
135823,5,b,no
135824,1,d,no
135825,4,c,no
135826,3,b,no
135827,4,b,yes
135828,1,d,yes
135829,1,b,yes
135830,1,b,yes
135831,5,d,yes
135832,1,d,no
135833,1,c,yes
135834,3,d,no
135835,1,d,no
135836,5,b,yes
135837,5,c,yes
135838,2,b,yes
135839,3,c,yes
135840,5,d,no
135841,2,c,no
135842,1,a,yes
135843,1,d,yes
135844,1,d,no
135845,1,c,yes
135846,3,d,no
135847,4,d,no
135848,5,b,yes
135849,1,c,yes
135850,1,b,yes
135851,5,d,yes
135852,4,d,no
135853,1,d,yes
135854,5,d,no
135855,1,d,no
135856,5,d,yes
135857,3,b,yes
135858,1,d,yes
135859,1,d,yes
135860,4,c,yes
135861,4,c,yes
135862,3,d,yes
135863,2,a,yes
135864,3,a,yes
135865,4,b,yes
135866,1,c,no
135867,5,c,yes
135868,1,c,no
135869,5,c,yes
135870,5,a,no
135871,4,d,yes
135872,4,d,no
135873,1,d,no
135874,5,d,yes
135875,3,d,yes
135876,5,b,yes
135877,1,b,no
135878,5,d,no
135879,1,d,no
135880,1,c,yes
135881,1,d,yes
135882,3,d,no
135883,1,c,yes
135884,2,b,yes
135885,1,c,yes
135886,4,d,yes
135887,1,c,yes
135888,1,d,yes
135889,1,b,yes
135890,4,d,yes
135891,5,c,yes
135892,1,d,no
135893,4,a,yes
135894,1,d,yes
135895,1,c,yes
135896,1,b,yes
135897,1,d,no
135898,1,c,yes
135899,3,d,yes
135900,5,b,yes
135901,1,a,no
135902,4,c,yes
135903,4,d,no
135904,3,c,yes
135905,1,d,no
135906,4,a,no
135907,1,d,yes
135908,4,c,no
135909,3,b,yes
135910,5,c,yes
135911,5,a,no
135912,1,b,yes
135913,1,b,yes
135914,1,b,yes
135915,4,b,yes
135916,4,c,no
135917,4,d,yes
135918,5,c,yes
135919,1,d,yes
135920,5,d,yes
135921,1,d,no
135922,4,b,yes
135923,5,a,yes
135924,1,c,yes
135925,1,d,no
135926,1,a,yes
135927,1,d,yes
135928,1,a,yes
135929,1,c,yes
135930,1,c,yes
135931,1,b,yes
135932,2,c,yes
135933,1,d,yes
135934,4,b,yes
135935,4,a,yes
135936,5,d,yes
135937,5,c,yes
135938,3,a,yes
135939,5,d,yes
135940,1,c,yes
135941,1,d,no
135942,5,d,no
135943,1,b,yes
135944,5,b,yes
135945,1,c,yes
135946,3,b,no
135947,1,b,no
135948,1,a,yes
135949,1,d,no
135950,2,c,yes
135951,1,d,no
135952,1,d,yes
135953,1,b,yes
135954,3,d,no
135955,4,d,yes
135956,1,a,yes
135957,5,d,yes
135958,1,c,no
135959,5,b,yes
135960,1,c,no
135961,4,d,yes
135962,3,c,no
135963,5,b,yes
135964,1,c,yes
135965,1,d,no
135966,1,d,yes
135967,4,d,yes
135968,1,c,yes
135969,1,d,no
135970,4,d,yes
135971,1,b,no
135972,5,d,yes
135973,1,d,yes
135974,4,d,yes
135975,1,c,no
135976,1,d,yes
135977,4,c,no
135978,1,d,yes
135979,5,c,yes
135980,4,d,yes
135981,1,c,no
135982,2,c,yes
135983,1,d,yes
135984,1,d,no
135985,2,d,no
135986,3,c,yes
135987,1,b,no
135988,1,c,no
135989,1,c,no
135990,3,d,yes
135991,5,b,yes
135992,1,c,yes
135993,1,d,yes
135994,1,a,yes
135995,1,c,yes
135996,4,b,yes
135997,1,a,no
135998,1,d,no
135999,5,d,no
136000,4,c,yes
136001,1,d,yes
136002,1,c,yes
136003,2,b,no
136004,5,d,yes
136005,1,d,no
136006,1,d,yes
136007,5,d,yes
136008,3,d,yes
136009,1,c,yes
136010,5,d,yes
136011,1,b,yes
136012,1,c,yes
136013,3,c,yes
136014,1,b,yes
136015,1,b,yes
136016,1,b,no
136017,5,b,yes
136018,1,d,yes
136019,1,d,no
136020,1,b,yes
136021,1,d,no
136022,5,b,yes
136023,5,b,yes
136024,1,d,yes
136025,1,b,yes
136026,3,a,yes
136027,1,c,yes
136028,4,c,yes
136029,1,c,no
136030,1,c,no
136031,3,b,yes
136032,1,d,yes
136033,1,d,yes
136034,1,d,yes
136035,1,c,yes
136036,1,a,no
136037,5,c,yes
136038,5,d,yes
136039,1,c,yes
136040,3,c,no
136041,1,c,no
136042,1,c,no
136043,1,b,yes
136044,1,c,no
136045,1,d,no
136046,5,d,yes
136047,5,d,yes
136048,1,b,yes
136049,1,c,no
136050,4,d,no
136051,5,d,yes
136052,4,b,yes
136053,5,c,yes
136054,1,c,no
136055,2,a,yes
136056,4,d,yes
136057,5,d,yes
136058,1,c,yes
136059,4,c,no
136060,5,d,no
136061,1,d,yes
136062,1,a,yes
136063,4,c,no
136064,1,c,yes
136065,5,d,no
136066,3,a,yes
136067,1,a,no
136068,5,b,yes
136069,1,d,no
136070,1,d,yes
136071,2,d,no
136072,5,d,yes
136073,1,c,yes
136074,1,c,yes
136075,4,c,no
136076,5,d,no
136077,5,c,yes
136078,1,c,no
136079,5,b,yes
136080,1,d,yes
136081,2,c,yes
136082,1,c,yes
136083,2,c,yes
136084,1,c,yes
136085,5,b,no
136086,5,b,no
136087,1,c,no
136088,1,b,yes
136089,1,a,yes
136090,1,b,yes
136091,4,d,yes
136092,3,b,yes
136093,4,d,no
136094,5,d,yes
136095,3,c,no
136096,1,c,yes
136097,1,b,yes
136098,1,b,no
136099,5,b,no
136100,1,d,yes
136101,4,c,yes
136102,1,b,yes
136103,1,c,no
136104,5,d,yes
136105,3,c,yes
136106,1,a,no
136107,1,d,no
136108,1,a,yes
136109,1,d,yes
136110,5,d,no
136111,1,b,yes
136112,4,d,yes
136113,1,d,no
136114,1,c,yes
136115,1,b,yes
136116,4,d,no
136117,1,a,no
136118,4,c,no
136119,1,d,yes
136120,1,a,no
136121,5,d,yes
136122,3,d,yes
136123,1,c,yes
136124,2,c,no
136125,2,d,yes
136126,4,a,no
136127,4,d,yes
136128,3,d,no
136129,1,d,yes
136130,1,b,yes
136131,1,a,no
136132,1,b,no
136133,5,d,yes
136134,1,a,yes
136135,1,c,yes
136136,5,c,yes
136137,1,d,no
136138,5,b,yes
136139,1,b,yes
136140,1,b,no
136141,5,c,no
136142,5,d,no
136143,4,d,no
136144,1,d,no
136145,4,b,yes
136146,1,c,yes
136147,4,d,no
136148,1,b,yes
136149,1,a,no
136150,1,d,yes
136151,1,b,yes
136152,5,c,yes
136153,1,d,yes
136154,1,c,yes
136155,1,d,no
136156,3,d,no
136157,1,d,yes
136158,1,c,no
136159,3,b,yes
136160,2,b,yes
136161,5,d,yes
136162,1,d,no
136163,1,d,no
136164,1,c,yes
136165,3,c,no
136166,1,d,no
136167,1,b,no
136168,4,d,yes
136169,1,c,yes
136170,5,b,yes
136171,3,d,yes
136172,2,c,yes
136173,1,b,yes
136174,2,a,yes
136175,2,d,yes
136176,5,c,yes
136177,1,a,no
136178,1,c,yes
136179,1,d,no
136180,1,c,yes
136181,4,b,yes
136182,1,d,no
136183,1,b,yes
136184,4,d,no
136185,1,b,yes
136186,5,d,no
136187,3,c,yes
136188,3,b,no
136189,1,c,no
136190,4,d,yes
136191,4,a,no
136192,1,c,yes
136193,1,c,yes
136194,1,d,yes
136195,5,b,yes
136196,1,d,yes
136197,1,c,no
136198,4,d,yes
136199,5,c,no
136200,1,d,yes
136201,1,b,no
136202,1,c,no
136203,1,d,yes
136204,1,a,yes
136205,3,d,yes
136206,1,c,no
136207,4,a,no
136208,2,d,yes
136209,1,b,yes
136210,4,d,no
136211,4,c,yes
136212,1,c,yes
136213,3,c,yes
136214,3,b,yes
136215,1,d,yes
136216,5,d,yes
136217,1,d,no
136218,4,c,yes
136219,3,b,yes
136220,3,d,yes
136221,1,d,yes
136222,4,d,no
136223,1,d,yes
136224,1,d,yes
136225,1,d,no
136226,4,d,yes
136227,5,c,yes
136228,1,c,yes
136229,3,c,no
136230,3,c,yes
136231,1,b,yes
136232,1,d,yes
136233,1,c,yes
136234,1,c,no
136235,5,c,no
136236,2,c,no
136237,4,a,yes
136238,5,d,yes
136239,1,c,yes
136240,2,c,no
136241,1,a,no
136242,4,d,no
136243,5,d,yes
136244,2,d,yes
136245,5,b,yes
136246,1,d,no
136247,1,b,yes
136248,1,d,yes
136249,5,d,yes
136250,5,b,yes
136251,3,d,yes
136252,5,d,yes
136253,1,a,yes
136254,4,d,no
136255,5,d,yes
136256,5,b,yes
136257,1,d,yes
136258,1,c,no
136259,1,d,no
136260,1,c,no
136261,3,a,yes
136262,1,d,yes
136263,4,c,no
136264,5,b,yes
136265,1,b,yes
136266,4,c,yes
136267,1,d,yes
136268,1,b,no
136269,1,d,yes
136270,1,c,yes
136271,3,a,no
136272,3,c,yes
136273,1,c,yes
136274,1,c,no
136275,5,c,yes
136276,5,c,no
136277,2,d,yes
136278,2,d,yes
136279,1,b,no
136280,4,b,yes
136281,4,b,yes
136282,1,c,yes
136283,1,d,no
136284,4,d,yes
136285,4,d,no
136286,4,c,no
136287,1,b,no
136288,3,d,yes
136289,5,c,yes
136290,5,b,no
136291,1,b,no
136292,5,d,yes
136293,2,c,yes
136294,1,b,yes
136295,3,c,yes
136296,1,d,yes
136297,2,d,yes
136298,1,d,yes
136299,5,c,no
136300,3,c,yes
136301,3,d,yes
136302,3,d,yes
136303,1,d,yes
136304,4,b,no
136305,4,b,yes
136306,1,b,no
136307,5,d,no
136308,1,b,yes
136309,1,c,yes
136310,5,b,yes
136311,4,d,yes
136312,2,d,no
136313,1,c,yes
136314,1,d,no
136315,5,c,yes
136316,1,d,yes
136317,4,d,yes
136318,5,d,yes
136319,1,d,no
136320,1,c,no
136321,1,b,yes
136322,4,d,no
136323,1,c,no
136324,3,d,no
136325,1,c,yes
136326,1,c,no
136327,4,d,no
136328,5,b,yes
136329,1,c,yes
136330,4,d,yes
136331,1,d,no
136332,1,b,yes
136333,5,b,yes
136334,5,c,yes
136335,2,c,yes
136336,3,d,yes
136337,1,d,yes
136338,1,b,no
136339,4,c,yes
136340,1,c,no
136341,5,b,no
136342,1,d,yes
136343,5,d,yes
136344,1,b,no
136345,1,c,no
136346,3,c,yes
136347,1,d,no
136348,4,d,yes
136349,1,c,yes
136350,4,c,yes
136351,1,c,yes
136352,1,b,yes
136353,1,a,yes
136354,1,d,yes
136355,1,d,yes
136356,5,a,yes
136357,3,c,yes
136358,5,d,yes
136359,5,d,no
136360,1,c,yes
136361,4,a,no
136362,2,c,yes
136363,5,b,yes
136364,1,d,yes
136365,5,b,no
136366,4,d,yes
136367,1,c,yes
136368,1,d,yes
136369,1,d,yes
136370,1,d,yes
136371,1,d,yes
136372,1,c,no
136373,4,d,no
136374,4,c,yes
136375,5,b,yes
136376,1,a,yes
136377,3,d,yes
136378,1,d,no
136379,3,c,no
136380,1,c,yes
136381,4,c,yes
136382,1,d,no
136383,4,c,yes
136384,4,c,yes
136385,1,c,no
136386,1,b,no
136387,1,b,yes
136388,5,b,yes
136389,1,b,yes
136390,1,b,yes
136391,1,d,yes
136392,1,a,no
136393,4,c,yes
136394,1,a,yes
136395,4,d,no
136396,3,a,yes
136397,1,a,no
136398,5,d,yes
136399,1,d,no
136400,4,d,yes
136401,4,c,yes
136402,4,c,yes
136403,1,d,no
136404,5,d,yes
136405,1,d,yes
136406,4,d,no
136407,4,c,no
136408,4,d,yes
136409,3,c,no
136410,5,c,no
136411,1,c,yes
136412,5,c,no
136413,4,d,no
136414,1,b,yes
136415,1,d,yes
136416,3,b,yes
136417,5,c,no
136418,4,b,no
136419,4,c,yes
136420,1,c,yes
136421,5,d,yes
136422,4,c,yes
136423,3,d,no
136424,2,d,yes
136425,3,d,yes
136426,5,d,yes
136427,3,b,yes
136428,3,c,yes
136429,5,c,yes
136430,1,a,yes
136431,1,d,no
136432,1,c,no
136433,5,d,yes
136434,1,c,yes
136435,1,b,no
136436,1,a,no
136437,1,d,yes
136438,3,d,yes
136439,1,d,yes
136440,4,d,yes
136441,4,d,yes
136442,1,b,yes
136443,1,d,yes
136444,5,c,yes
136445,4,d,yes
136446,1,b,no
136447,1,d,yes
136448,1,b,yes
136449,2,d,yes
136450,5,c,yes
136451,5,b,no
136452,3,b,yes
136453,1,c,yes
136454,1,a,no
136455,1,d,yes
136456,1,d,yes
136457,1,a,yes
136458,1,c,yes
136459,4,d,yes
136460,3,d,yes
136461,5,d,yes
136462,1,c,no
136463,1,c,yes
136464,1,c,no
136465,1,c,yes
136466,4,d,yes
136467,4,c,yes
136468,3,c,yes
136469,4,b,yes
136470,1,a,yes
136471,1,c,no
136472,1,b,yes
136473,2,a,yes
136474,1,c,yes
136475,1,c,yes
136476,4,c,yes
136477,4,c,yes
136478,5,d,no
136479,1,c,no
136480,4,c,yes
136481,1,d,yes
136482,1,b,no
136483,1,d,yes
136484,4,a,yes
136485,4,c,no
136486,1,d,yes
136487,5,d,no
136488,4,c,yes
136489,4,c,yes
136490,1,d,no
136491,5,c,no
136492,5,d,yes
136493,1,c,yes
136494,4,c,no
136495,4,a,yes
136496,1,b,yes
136497,3,d,yes
136498,5,b,no
136499,4,c,yes
136500,1,a,yes
136501,3,d,yes
136502,1,d,yes
136503,1,d,yes
136504,5,d,yes
136505,2,c,yes
136506,1,a,no
136507,3,d,yes
136508,4,c,no
136509,1,d,no
136510,1,d,yes
136511,5,c,no
136512,1,d,yes
136513,5,b,no
136514,5,c,yes
136515,5,d,yes
136516,4,c,yes
136517,1,d,no
136518,1,b,no
136519,1,c,yes
136520,1,d,no
136521,1,c,yes
136522,1,b,yes
136523,1,d,no
136524,5,d,no
136525,1,a,yes
136526,3,b,yes
136527,5,c,no
136528,1,c,yes
136529,4,b,yes
136530,1,d,yes
136531,4,d,yes
136532,1,c,yes
136533,5,c,yes
136534,5,d,yes
136535,3,b,yes
136536,5,b,yes
136537,4,c,no
136538,1,c,yes
136539,1,b,no
136540,1,b,yes
136541,4,d,yes
136542,1,b,no
136543,1,d,yes
136544,1,b,yes
136545,4,c,yes
136546,1,d,no
136547,4,d,no
136548,1,d,yes
136549,1,c,yes
136550,5,d,no
136551,1,d,no
136552,3,c,yes
136553,5,c,no
136554,1,d,yes
136555,1,c,yes
136556,1,c,no
136557,4,d,no
136558,5,c,yes
136559,1,d,yes
136560,1,d,no
136561,1,b,no
136562,3,c,yes
136563,1,d,yes
136564,1,b,no
136565,3,d,no
136566,1,c,yes
136567,1,b,no
136568,5,a,no
136569,1,d,yes
136570,2,d,no
136571,1,b,no
136572,1,c,yes
136573,4,c,no
136574,1,d,yes
136575,1,c,yes
136576,1,d,no
136577,3,c,no
136578,1,d,yes
136579,1,a,no
136580,5,d,yes
136581,1,c,no
136582,4,c,yes
136583,1,b,yes
136584,1,a,no
136585,4,d,yes
136586,1,b,yes
136587,1,b,yes
136588,4,c,yes
136589,1,b,no
136590,4,d,yes
136591,1,b,yes
136592,5,b,no
136593,5,d,yes
136594,1,c,no
136595,5,c,no
136596,2,a,no
136597,1,d,no
136598,1,b,yes
136599,3,c,yes
136600,5,d,no
136601,1,b,yes
136602,1,c,yes
136603,1,c,yes
136604,3,a,no
136605,1,d,no
136606,4,a,no
136607,1,d,yes
136608,1,b,yes
136609,1,b,no
136610,1,d,yes
136611,1,b,yes
136612,1,b,no
136613,1,d,yes
136614,1,d,no
136615,2,d,no
136616,1,d,yes
136617,3,d,no
136618,5,d,no
136619,5,a,no
136620,2,c,yes
136621,4,c,yes
136622,5,c,yes
136623,1,b,no
136624,4,a,yes
136625,4,a,no
136626,4,c,no
136627,5,d,yes
136628,1,c,no
136629,5,d,no
136630,5,d,yes
136631,1,c,yes
136632,1,c,no
136633,1,d,yes
136634,5,b,yes
136635,3,d,yes
136636,4,c,yes
136637,1,c,yes
136638,1,c,yes
136639,4,d,yes
136640,3,d,no
136641,1,d,no
136642,4,b,yes
136643,5,d,no
136644,1,d,yes
136645,2,d,yes
136646,4,a,no
136647,1,d,yes
136648,1,d,yes
136649,1,a,yes
136650,3,d,yes
136651,4,d,yes
136652,1,b,yes
136653,1,c,yes
136654,4,c,yes
136655,1,d,no
136656,5,b,no
136657,5,d,yes
136658,1,d,yes
136659,1,d,no
136660,1,d,no
136661,5,d,yes
136662,3,c,yes
136663,3,b,yes
136664,1,a,no
136665,4,a,yes
136666,1,d,yes
136667,1,a,yes
136668,1,b,yes
136669,1,c,yes
136670,1,c,yes
136671,1,c,no
136672,2,d,no
136673,1,d,no
136674,5,d,no
136675,5,d,yes
136676,1,d,yes
136677,1,b,no
136678,1,d,no
136679,3,c,yes
136680,4,d,no
136681,3,b,no
136682,5,c,no
136683,1,d,yes
136684,4,c,no
136685,2,d,no
136686,3,b,no
136687,5,c,no
136688,3,b,yes
136689,5,b,yes
136690,1,b,no
136691,1,c,yes
136692,1,b,no
136693,1,d,no
136694,5,c,yes
136695,1,a,yes
136696,1,c,yes
136697,1,b,yes
136698,1,b,yes
136699,3,d,yes
136700,1,c,no
136701,1,a,yes
136702,5,d,yes
136703,1,d,yes
136704,1,d,yes
136705,1,c,no
136706,1,c,no
136707,2,b,yes
136708,1,b,no
136709,1,d,yes
136710,1,a,yes
136711,1,a,yes
136712,1,b,yes
136713,1,a,yes
136714,1,a,yes
136715,1,c,yes
136716,1,d,yes
136717,1,d,yes
136718,3,c,yes
136719,1,d,yes
136720,4,b,no
136721,1,d,yes
136722,1,d,yes
136723,1,a,yes
136724,1,c,no
136725,1,d,no
136726,1,c,yes
136727,2,b,yes
136728,3,a,no
136729,1,d,yes
136730,5,d,yes
136731,4,a,no
136732,5,c,yes
136733,1,d,yes
136734,1,d,no
136735,1,b,no
136736,1,b,no
136737,1,c,yes
136738,2,a,no
136739,1,d,yes
136740,3,c,yes
136741,1,d,yes
136742,1,b,yes
136743,4,d,yes
136744,5,a,yes
136745,1,a,yes
136746,5,b,yes
136747,1,a,yes
136748,5,d,yes
136749,1,c,yes
136750,1,b,no
136751,3,c,yes
136752,5,d,yes
136753,3,c,yes
136754,5,a,yes
136755,4,c,no
136756,2,c,no
136757,1,d,no
136758,1,a,yes
136759,1,b,no
136760,1,b,no
136761,1,b,yes
136762,5,c,yes
136763,2,c,no
136764,4,c,no
136765,1,c,yes
136766,1,d,no
136767,1,a,no
136768,1,d,yes
136769,1,d,no
136770,3,b,no
136771,2,c,yes
136772,4,a,yes
136773,5,d,yes
136774,5,b,yes
136775,1,c,yes
136776,1,b,yes
136777,1,b,no
136778,1,c,yes
136779,5,d,no
136780,1,d,no
136781,1,d,yes
136782,5,a,yes
136783,5,b,yes
136784,2,d,yes
136785,1,d,yes
136786,3,b,yes
136787,1,b,no
136788,1,b,no
136789,3,d,no
136790,1,d,yes
136791,5,d,yes
136792,1,c,yes
136793,5,b,no
136794,2,d,yes
136795,4,c,yes
136796,1,d,no
136797,3,d,no
136798,1,d,yes
136799,4,c,no
136800,5,b,no
136801,5,a,yes
136802,4,d,no
136803,3,d,yes
136804,3,c,yes
136805,1,d,yes
136806,5,b,no
136807,3,a,no
136808,5,b,yes
136809,1,c,yes
136810,1,c,yes
136811,3,c,yes
136812,1,b,yes
136813,5,a,no
136814,1,d,no
136815,5,c,no
136816,3,d,yes
136817,1,d,yes
136818,4,a,yes
136819,1,c,yes
136820,1,d,yes
136821,1,b,no
136822,5,c,yes
136823,1,c,no
136824,1,b,no
136825,5,c,no
136826,1,c,yes
136827,1,b,yes
136828,4,a,yes
136829,1,b,yes
136830,5,c,yes
136831,4,d,yes
136832,2,b,yes
136833,1,c,yes
136834,5,d,no
136835,1,a,yes
136836,1,d,yes
136837,1,b,yes
136838,5,c,yes
136839,4,d,no
136840,5,b,yes
136841,5,d,yes
136842,5,c,yes
136843,1,a,yes
136844,1,c,yes
136845,4,c,yes
136846,5,c,yes
136847,1,c,yes
136848,1,d,yes
136849,1,b,yes
136850,1,b,yes
136851,1,a,yes
136852,4,d,yes
136853,3,d,no
136854,1,b,yes
136855,5,d,yes
136856,5,b,no
136857,4,c,yes
136858,3,d,no
136859,1,d,yes
136860,1,a,yes
136861,1,c,yes
136862,1,d,yes
136863,4,d,yes
136864,3,d,yes
136865,1,d,yes
136866,1,d,no
136867,2,c,yes
136868,5,d,yes
136869,5,c,no
136870,1,b,yes
136871,5,c,yes
136872,1,b,no
136873,5,c,no
136874,5,b,yes
136875,5,c,yes
136876,1,c,yes
136877,1,b,yes
136878,3,b,yes
136879,1,c,yes
136880,1,d,yes
136881,1,a,no
136882,5,c,yes
136883,1,c,yes
136884,1,b,yes
136885,4,d,yes
136886,2,c,yes
136887,2,d,yes
136888,1,c,yes
136889,1,d,no
136890,3,a,yes
136891,1,a,yes
136892,1,c,yes
136893,1,d,no
136894,4,b,yes
136895,4,c,no
136896,1,d,yes
136897,1,d,yes
136898,1,d,yes
136899,1,a,yes
136900,5,d,yes
136901,4,c,no
136902,1,c,no
136903,1,c,yes
136904,3,c,yes
136905,5,b,yes
136906,4,c,no
136907,4,c,yes
136908,5,d,yes
136909,5,a,yes
136910,1,d,yes
136911,5,c,yes
136912,1,c,yes
136913,5,a,yes
136914,1,d,yes
136915,3,d,yes
136916,1,d,yes
136917,5,d,yes
136918,1,d,no
136919,4,d,yes
136920,1,d,yes
136921,2,d,yes
136922,1,c,yes
136923,4,d,yes
136924,1,d,no
136925,5,b,yes
136926,5,c,no
136927,5,d,yes
136928,5,d,no
136929,1,c,no
136930,4,c,yes
136931,5,d,yes
136932,1,c,no
136933,1,c,yes
136934,1,c,no
136935,2,c,no
136936,4,c,yes
136937,1,d,yes
136938,1,d,yes
136939,2,d,yes
136940,1,b,yes
136941,5,c,yes
136942,1,d,no
136943,1,c,yes
136944,1,b,yes
136945,1,a,yes
136946,1,d,yes
136947,1,b,yes
136948,1,a,yes
136949,1,b,no
136950,5,c,yes
136951,1,b,yes
136952,5,c,yes
136953,1,d,yes
136954,4,d,no
136955,1,d,no
136956,1,a,no
136957,4,d,yes
136958,1,c,no
136959,1,c,yes
136960,1,d,yes
136961,1,d,yes
136962,4,d,no
136963,3,d,no
136964,5,b,no
136965,1,b,yes
136966,1,c,yes
136967,1,b,yes
